id,provincia,canton,modulo,tipo,extension,tamano_mb,porcentaje,estado_documental,condicion_tecnica,archivo,ruta,keywords,snippet
2613bb32a946,Guayas,General Antonio Elizalde (Bucay),Plan / referencias,Sin archivo localizado,txt,0.0,,,,SIN_ARCHIVOS_COMPARTIDOS_LOCALIZADOS.txt,Guayas/General Antonio Elizalde (Bucay)/01_PLAN_COMPARTIDO_O_REFERENCIAS/SIN_ARCHIVOS_COMPARTIDOS_LOCALIZADOS.txt,Seguimiento F07,Guayas / General Antonio Elizalde (Bucay) No se localizaron archivos o registros específicos compartidos para este cantón en la búsqueda realizada. La carpeta queda preparada para incorporar: - Plan de Acción ENOS 2026-2027. - Informe de valoración. - Anexos verificables. - Seguimiento mensual F07.
477d841db0d1,Guayas,General Antonio Elizalde (Bucay),Plan / referencias,Informe / revisión,pdf,0.55,,,,informe_tecnico_bucay_enos_apa7_final-signed-1.pdf,Guayas/General Antonio Elizalde (Bucay)/01_PLAN_COMPARTIDO_O_REFERENCIAS/informe_tecnico_bucay_enos_apa7_final-signed-1.pdf,Rutas/evacuación; COE / coordinación,"INFORME Nº. SNGR-IASR-05-2026-016 SUBSECRETARÍA DE GESTIÓN DE LA INFORMACIÓN Y ANÁLISIS DE RIESGOS /COORDINACIÓN ZONAL DE GESTIÓN DE RIESGOS No.05 INFORME Nº. SNGR-IASR-05-2026-016 PARA: Ing. Alejandro Mauricio Rosado Mendoza / Alcalde del GAD General Antonio Elizalde - Bucay ASUNTO: Análisis técnico-administrativo de antecedentes y fortalecimiento institucional para la gestión del riesgo por movimientos en masa en el sector El Mercado, Av. Paquisha, Cerro Virgen del Carmen/Cerro Chague, vía E48"
042e27e7a6c1,Guayas,Palestina,Seguimiento F07,Guía F07,txt,0.0,,,,GUIA_SEGUIMIENTO_F07.txt,Guayas/Palestina/04_SEGUIMIENTO_F07/GUIA_SEGUIMIENTO_F07.txt,Seguimiento F07,Registrar mensualmente: - Porcentaje anterior. - Porcentaje actual. - Actividades ejecutadas. - Actividades pendientes. - Brechas. - Apoyo requerido. - Verificables disponibles.
e34cd7dd57ee,Guayas,Palestina,Anexos verificables,Lista verificables,txt,0.0,,,,LISTA_VERIFICABLES_MINIMOS.txt,Guayas/Palestina/03_ANEXOS_VERIFICABLES/LISTA_VERIFICABLES_MINIMOS.txt,Alojamiento temporal; Rutas/evacuación; COE / coordinación; Seguimiento F07,"Verificables mínimos sugeridos: 1. Plan firmado o versión editable controlada. 2. Acta de COE o disposición institucional. 3. Matriz de acciones, responsables, plazos e indicadores. 4. Mapa, croquis, KMZ/SHP o georreferenciación de puntos críticos. 5. Fotografías por punto o sector. 6. Inventario de recursos y capacidades. 7. Registro de alojamientos temporales, rutas y puntos seguros. 8. Matriz F07 de seguimiento mensual."
d7f96d4ee3fe,Guayas,Palestina,Plan / referencias,Sin archivo localizado,txt,0.0,,,,SIN_ARCHIVOS_COMPARTIDOS_LOCALIZADOS.txt,Guayas/Palestina/01_PLAN_COMPARTIDO_O_REFERENCIAS/SIN_ARCHIVOS_COMPARTIDOS_LOCALIZADOS.txt,Seguimiento F07,Guayas / Palestina No se localizaron archivos o registros específicos compartidos para este cantón en la búsqueda realizada. La carpeta queda preparada para incorporar: - Plan de Acción ENOS 2026-2027. - Informe de valoración. - Anexos verificables. - Seguimiento mensual F07.
481c2f2f8648,Guayas,Palestina,Plan / referencias,Plan / contingencia,pdf,0.48,82,,,Plan_Accion_ENOS_2026_2027_GAD_Palestina__SNGR-signed-signed.pdf,Guayas/Palestina/01_PLAN_COMPARTIDO_O_REFERENCIAS/Plan_Accion_ENOS_2026_2027_GAD_Palestina__SNGR-signed-signed.pdf,Inundación/anegamiento; Alojamiento temporal; Infraestructura expuesta; COE / coordinación,"SECRETARÍA NACIONAL DE GESTIÓN DE RIESGOS - COORDINACIÓN ZONAL 5 | PLAN ENOS 2026-2027 PLAN DE ACCIÓN TERRITORIAL ANTE EL EVENTO EL NIÑO - OSCILACIÓN DEL SUR 2026-2027 GAD MUNICIPAL DEL CANTÓN PALESTINA PROVINCIA DEL GUAYAS ESTADO DEL DOCUMENTO Borrador técnico avanzado para validación institucional. Alineación estimada con lineamientos SNGR: 82 %. Estado técnico: amarillo-verde. No debe considerarse versión final hasta completar anexos, cartografía, coordenadas, población expuesta, inventario o"
af87ec5eff03,Guayas,Palestina,Informe de valoración,Informe pendiente,txt,0.0,,,,INFORME_VALORACION_PENDIENTE.txt,Guayas/Palestina/02_INFORME_VALORACION/INFORME_VALORACION_PENDIENTE.txt,,INFORME DE VALORACIÓN PENDIENTE · Guayas / Palestina No se localizó un plan o registro específico suficiente para emitir valoración técnica. Pendiente cargar o ubicar el documento base del cantón.
433cd1aab9df,Guayas,Santa Lucía,Anexos verificables,Lista verificables,txt,0.0,,,,LISTA_VERIFICABLES_MINIMOS.txt,Guayas/Santa Lucía/03_ANEXOS_VERIFICABLES/LISTA_VERIFICABLES_MINIMOS.txt,Alojamiento temporal; Rutas/evacuación; COE / coordinación; Seguimiento F07,"Verificables mínimos sugeridos: 1. Plan firmado o versión editable controlada. 2. Acta de COE o disposición institucional. 3. Matriz de acciones, responsables, plazos e indicadores. 4. Mapa, croquis, KMZ/SHP o georreferenciación de puntos críticos. 5. Fotografías por punto o sector. 6. Inventario de recursos y capacidades. 7. Registro de alojamientos temporales, rutas y puntos seguros. 8. Matriz F07 de seguimiento mensual."
e55cbbdf0986,Guayas,Santa Lucía,Seguimiento F07,Guía F07,txt,0.0,,,,GUIA_SEGUIMIENTO_F07.txt,Guayas/Santa Lucía/04_SEGUIMIENTO_F07/GUIA_SEGUIMIENTO_F07.txt,Seguimiento F07,Registrar mensualmente: - Porcentaje anterior. - Porcentaje actual. - Actividades ejecutadas. - Actividades pendientes. - Brechas. - Apoyo requerido. - Verificables disponibles.
a4ed26cbb0e8,Guayas,Santa Lucía,Informe de valoración,Informe pendiente,txt,0.0,,,,INFORME_VALORACION_PENDIENTE.txt,Guayas/Santa Lucía/02_INFORME_VALORACION/INFORME_VALORACION_PENDIENTE.txt,,INFORME DE VALORACIÓN PENDIENTE · Guayas / Santa Lucía No se localizó un plan o registro específico suficiente para emitir valoración técnica. Pendiente cargar o ubicar el documento base del cantón.
5d25a3320336,Guayas,Santa Lucía,Plan / referencias,Sin archivo localizado,txt,0.0,,,,SIN_ARCHIVOS_COMPARTIDOS_LOCALIZADOS.txt,Guayas/Santa Lucía/01_PLAN_COMPARTIDO_O_REFERENCIAS/SIN_ARCHIVOS_COMPARTIDOS_LOCALIZADOS.txt,Seguimiento F07,Guayas / Santa Lucía No se localizaron archivos o registros específicos compartidos para este cantón en la búsqueda realizada. La carpeta queda preparada para incorporar: - Plan de Acción ENOS 2026-2027. - Informe de valoración. - Anexos verificables. - Seguimiento mensual F07.
53bb5d7594d4,Guayas,Santa Lucía,Plan / referencias,Informe / revisión,pdf,0.05,82,,,Informe_revision_Santa_Lucia_ENOS_82.pdf,Guayas/Santa Lucía/01_PLAN_COMPARTIDO_O_REFERENCIAS/Informe_revision_Santa_Lucia_ENOS_82.pdf,Inundación/anegamiento; Alojamiento temporal; COE / coordinación; Recursos/maquinaria,Revisión técnica - Plan de Acción ENOS 2026-2027 INFORME DE REVISIÓN TÉCNICA Plan de Acción Territorial del Cantón Santa Lucía para la Época Lluviosa y ENOS 2026-2027 Documento revisado Plan de Acción Territorial del Cantón Santa Lucía para la Época Lluviosa y ENOS 2026-2027-signed (1).pdf Provincia / Cantón Guayas / Santa Lucía Fecha del plan Junio de 2026 Área responsable Coordinación / Unidad de Gestión de Riesgos del GAD Santa Lucía Resultado de Observado - requiere ajustes menores/medios an
2576439cdd75,Guayas,Santa Lucía,Plan / referencias,PDF soporte,pdf,0.26,,,,Memorando N° GADMCSL-DATDU-UGR-2026-037-M-signed (2).pdf,Guayas/Santa Lucía/01_PLAN_COMPARTIDO_O_REFERENCIAS/Memorando N° GADMCSL-DATDU-UGR-2026-037-M-signed (2).pdf,Inundación/anegamiento; COE / coordinación; Recursos/maquinaria,"Memorando N° GADMCSL-DATDU-UGR-2026-03-M Santa Lucía, 22 de junio del 2026 Tecnólogo Médico. Ubaldo Urquizo Mora. Alcalde del Cantón Santa Lucía Asunto: Cumplimiento de Memorando Nro. SNGR-CZ5GR-2026-0205-M - Plan de Acción GAD Santa Lucía ante Evento El Niño 2026-2027 De mi consideración: En atención a la sumilla inserta por su autoridad en el Memorando Nro. SNGR-CZ5GR- 2026-0205-M, de fecha 23 de mayo de 2026, suscrito por el Sr. Jairo Fabricio Jaramillo Rucano, Coordinador Zonal 5 de Gestión "
699f3770512f,Guayas,Santa Lucía,Plan / referencias,PDF soporte,pdf,0.26,,,,OFICIOS 359 ALCALDIA 2026-signed-1.pdf,Guayas/Santa Lucía/01_PLAN_COMPARTIDO_O_REFERENCIAS/OFICIOS 359 ALCALDIA 2026-signed-1.pdf,,"ALCALDÍA Santa Lucía – Guayas, 23 de junio de 2026. OFICIO No. GADMCSL- A-UIUM-2026-359-OF Sr. Jairo Fabricio Jaramillo Rucano Coordinador Zonal 5 de Gestión de Riesgos SECRETARÍA NACIONAL DE GESTIÓN DE RIESGOS En su Despacho. Asunto: Remisión del Plan de Acción Territorial del Cantón Santa Lucía ante el Evento El Niño 2026-2027 (Cumplimiento de Memorando Nro. SNGR-CZ5GR-2026-0205-M) De mi consideración: En atención al Memorando Nro. SNGR-CZ5GR-2026-0205-M, de fecha 23 de mayo de 2026, mediante "
1450ab838268,Guayas,Santa Lucía,Plan / referencias,Plan / contingencia,pdf,1.34,40,,,PLAN DE ACCIÓN TERRITORIAL DEL CANTÓN SANTA LUCÍA PARA LA ÉPOCA LLUVIOSA Y ENOS 2026-2027-signed (1).pdf,Guayas/Santa Lucía/01_PLAN_COMPARTIDO_O_REFERENCIAS/PLAN DE ACCIÓN TERRITORIAL DEL CANTÓN SANTA LUCÍA PARA LA ÉPOCA LLUVIOSA Y ENOS 2026-2027-signed (1).pdf,Inundación/anegamiento; Alojamiento temporal; Infraestructura expuesta; COE / coordinación; Recursos/maquinaria,PLAN DE ACCIÓN TERRITORIAL DEL CANTÓN SANTA LUCÍA PARA LA ÉPOCA LLUVIOSA Y ENOS 2026-2027 COORDINACION DE GESTIÓN DE RIESGOS JUNIO 2026 Contenido 1. DATOS GENERALES ....................................................................................................... 3 2. INTRODUCCIÓN ............................................................................................................ 3 3. OBJETIVO GENERAL ..................................................................................
8884eb051fc3,Guayas,Naranjal,Informe de valoración,Informe pendiente,txt,0.0,,,,INFORME_VALORACION_PENDIENTE.txt,Guayas/Naranjal/02_INFORME_VALORACION/INFORME_VALORACION_PENDIENTE.txt,,INFORME DE VALORACIÓN PENDIENTE · Guayas / Naranjal No se localizó un plan o registro específico suficiente para emitir valoración técnica. Pendiente cargar o ubicar el documento base del cantón.
7bcdcd8f782f,Guayas,Naranjal,Anexos verificables,Lista verificables,txt,0.0,,,,LISTA_VERIFICABLES_MINIMOS.txt,Guayas/Naranjal/03_ANEXOS_VERIFICABLES/LISTA_VERIFICABLES_MINIMOS.txt,Alojamiento temporal; Rutas/evacuación; COE / coordinación; Seguimiento F07,"Verificables mínimos sugeridos: 1. Plan firmado o versión editable controlada. 2. Acta de COE o disposición institucional. 3. Matriz de acciones, responsables, plazos e indicadores. 4. Mapa, croquis, KMZ/SHP o georreferenciación de puntos críticos. 5. Fotografías por punto o sector. 6. Inventario de recursos y capacidades. 7. Registro de alojamientos temporales, rutas y puntos seguros. 8. Matriz F07 de seguimiento mensual."
9dd8de0d490c,Guayas,Naranjal,Seguimiento F07,Guía F07,txt,0.0,,,,GUIA_SEGUIMIENTO_F07.txt,Guayas/Naranjal/04_SEGUIMIENTO_F07/GUIA_SEGUIMIENTO_F07.txt,Seguimiento F07,Registrar mensualmente: - Porcentaje anterior. - Porcentaje actual. - Actividades ejecutadas. - Actividades pendientes. - Brechas. - Apoyo requerido. - Verificables disponibles.
98fa8c344474,Guayas,Naranjal,Plan / referencias,Sin archivo localizado,txt,0.0,,,,SIN_ARCHIVOS_COMPARTIDOS_LOCALIZADOS.txt,Guayas/Naranjal/01_PLAN_COMPARTIDO_O_REFERENCIAS/SIN_ARCHIVOS_COMPARTIDOS_LOCALIZADOS.txt,Seguimiento F07,Guayas / Naranjal No se localizaron archivos o registros específicos compartidos para este cantón en la búsqueda realizada. La carpeta queda preparada para incorporar: - Plan de Acción ENOS 2026-2027. - Informe de valoración. - Anexos verificables. - Seguimiento mensual F07.
d143a29753d0,Guayas,Naranjal,Plan / referencias,Plan / contingencia,pdf,0.4,,,,Plan_Accion_ENOS_2026_2027_GAD_Naranjal_SNGR-signed (2).pdf,Guayas/Naranjal/01_PLAN_COMPARTIDO_O_REFERENCIAS/Plan_Accion_ENOS_2026_2027_GAD_Naranjal_SNGR-signed (2).pdf,Inundación/anegamiento; Desbordamiento; Erosión/socavación; Alojamiento temporal; Infraestructura expuesta; COE / coordinación,"GAD MUNICIPAL DEL CANTÓN NARANJAL | PLAN DE ACCIÓN ENOS 2026-2027 | REVISIÓN SNGR GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN NARANJAL PLAN DE ACCIÓN CANTONAL FRENTE AL EVENTO EL NIÑO - ENOS 2026-2027 Cantón Naranjal, Provincia del Guayas Documento final para revisión de la Secretaría Nacional de Gestión de Riesgos - SNGR Fecha: 23 de junio de 2026 Responsable técnico: Ing. Jorge Luis De La Puerta Quiroz Código: GADNARANJAL-ENOS-2026-001 Institución responsable GAD Municipal del Cantó"
eb194826198d,Guayas,Naranjal,Plan / referencias,Plan / contingencia,pdf,0.3,,,,Memo 79 Plan de Acción ENOS 2026-2027 GAD Municipal de Naranjal-signed.pdf,Guayas/Naranjal/01_PLAN_COMPARTIDO_O_REFERENCIAS/Memo 79 Plan de Acción ENOS 2026-2027 GAD Municipal de Naranjal-signed.pdf,Inundación/anegamiento; Desbordamiento; Infraestructura expuesta; COE / coordinación,"UNIDAD DE GESTIÓN DE RIESGOS MUNICIPAL Memorando No. GADMCN-UGR-2026-0790-M Naranjal, 23 de junio de 2026 PARA: Sr. Juan Carlos Rivera Gutiérrez – Alcalde del cantón Naranjal ASUNTO: Plan de Acción ENOS 2026-2027 GAD Municipal de Naranjal En cumplimiento de las competencias institucionales relacionadas con la gestión integral de riesgos y la planificación de acciones orientadas a la prevención, preparación y respuesta ante eventos adversos, la Unidad de Gestión de Riesgos del Gobierno Autónomo D"
9e070247cd89,Guayas,Colimes,Seguimiento F07,Guía F07,txt,0.0,,,,GUIA_SEGUIMIENTO_F07.txt,Guayas/Colimes/04_SEGUIMIENTO_F07/GUIA_SEGUIMIENTO_F07.txt,Seguimiento F07,Registrar mensualmente: - Porcentaje anterior. - Porcentaje actual. - Actividades ejecutadas. - Actividades pendientes. - Brechas. - Apoyo requerido. - Verificables disponibles.
a9a7fa66bd10,Guayas,Colimes,Anexos verificables,Lista verificables,txt,0.0,,,,LISTA_VERIFICABLES_MINIMOS.txt,Guayas/Colimes/03_ANEXOS_VERIFICABLES/LISTA_VERIFICABLES_MINIMOS.txt,Alojamiento temporal; Rutas/evacuación; COE / coordinación; Seguimiento F07,"Verificables mínimos sugeridos: 1. Plan firmado o versión editable controlada. 2. Acta de COE o disposición institucional. 3. Matriz de acciones, responsables, plazos e indicadores. 4. Mapa, croquis, KMZ/SHP o georreferenciación de puntos críticos. 5. Fotografías por punto o sector. 6. Inventario de recursos y capacidades. 7. Registro de alojamientos temporales, rutas y puntos seguros. 8. Matriz F07 de seguimiento mensual."
9e89fe65ab5b,Guayas,Colimes,Informe de valoración,Informe pendiente,txt,0.0,,,,INFORME_VALORACION_PENDIENTE.txt,Guayas/Colimes/02_INFORME_VALORACION/INFORME_VALORACION_PENDIENTE.txt,,INFORME DE VALORACIÓN PENDIENTE · Guayas / Colimes No se localizó un plan o registro específico suficiente para emitir valoración técnica. Pendiente cargar o ubicar el documento base del cantón.
adc5a148f2d3,Guayas,Colimes,Plan / referencias,Plan / contingencia,pdf,0.5,,,,Plan_Accion_ENOS_Colimes_2026_2027_Completo01-signed-signed-signed.pdf,Guayas/Colimes/01_PLAN_COMPARTIDO_O_REFERENCIAS/Plan_Accion_ENOS_Colimes_2026_2027_Completo01-signed-signed-signed.pdf,Alojamiento temporal; Rutas/evacuación; Infraestructura expuesta; COE / coordinación,PLAN DE ACCIÓN TERRITORIAL ANTE EL EVENTO EL NIÑO - OSCILACIÓN DEL SUR (ENOS) 2026-2027 Provincia del Guayas | Cantón Colimes INSTRUMENTO Plan de Acción Territorial ante ENOS 2026-2027 Versión completa para validación del COE VERSIÓN Cantonal Unidad de Gestión de Riesgos del GAD Municipal RESPONSABLE TÉCNICO de Colimes Comité de Operaciones de Emergencia (COE) INSTANCIA DE COORDINACIÓN Cantonal FECHA DE ELABORACIÓN / ACTUALIZACIÓN 24 de junio de 2026 NOTA DE USO INSTITUCIONAL. - Este documento i
66050657ea4a,Guayas,Durán,Seguimiento F07,Guía F07,txt,0.0,,,,GUIA_SEGUIMIENTO_F07.txt,Guayas/Durán/04_SEGUIMIENTO_F07/GUIA_SEGUIMIENTO_F07.txt,Seguimiento F07,Registrar mensualmente: - Porcentaje anterior. - Porcentaje actual. - Actividades ejecutadas. - Actividades pendientes. - Brechas. - Apoyo requerido. - Verificables disponibles.
e84c3b67393e,Guayas,Durán,Anexos verificables,Lista verificables,txt,0.0,,,,LISTA_VERIFICABLES_MINIMOS.txt,Guayas/Durán/03_ANEXOS_VERIFICABLES/LISTA_VERIFICABLES_MINIMOS.txt,Alojamiento temporal; Rutas/evacuación; COE / coordinación; Seguimiento F07,"Verificables mínimos sugeridos: 1. Plan firmado o versión editable controlada. 2. Acta de COE o disposición institucional. 3. Matriz de acciones, responsables, plazos e indicadores. 4. Mapa, croquis, KMZ/SHP o georreferenciación de puntos críticos. 5. Fotografías por punto o sector. 6. Inventario de recursos y capacidades. 7. Registro de alojamientos temporales, rutas y puntos seguros. 8. Matriz F07 de seguimiento mensual."
7baa8706e6eb,Guayas,Durán,Plan / referencias,Plan / contingencia,pdf,5.28,,,,PLAN DE ACCIÓN  ANTE EL EVENTO EL NIÑO 2026 - Cantón Eloy Alfaro-signed (3).pdf,Guayas/Durán/01_PLAN_COMPARTIDO_O_REFERENCIAS/PLAN DE ACCIÓN  ANTE EL EVENTO EL NIÑO 2026 - Cantón Eloy Alfaro-signed (3).pdf,Inundación/anegamiento; Deslizamiento; Alojamiento temporal; COE / coordinación,PLAN DE ACCIÓN ANTE EL EVENTO “EL NIÑO” 2025 - 2026 1 ÍNDICE Contenido Página MARCO LEGAL .................................................................................................... 4 Título VII: Régimen Del Buen Vivir. Título VII ........................................................ 4 Artículo 390 ............................................................................................................ 4 Artículo 24. De los Comités de Operaciones de Emergencia (COE) ..............
9ad4de108521,Guayas,Yaguachi,Informe de valoración,Informe pendiente,txt,0.0,,,,INFORME_VALORACION_PENDIENTE.txt,Guayas/Yaguachi/02_INFORME_VALORACION/INFORME_VALORACION_PENDIENTE.txt,,INFORME DE VALORACIÓN PENDIENTE · Guayas / Yaguachi No se localizó un plan o registro específico suficiente para emitir valoración técnica. Pendiente cargar o ubicar el documento base del cantón.
0ee7fc838a75,Guayas,Yaguachi,Plan / referencias,Sin archivo localizado,txt,0.0,,,,SIN_ARCHIVOS_COMPARTIDOS_LOCALIZADOS.txt,Guayas/Yaguachi/01_PLAN_COMPARTIDO_O_REFERENCIAS/SIN_ARCHIVOS_COMPARTIDOS_LOCALIZADOS.txt,Seguimiento F07,Guayas / Yaguachi No se localizaron archivos o registros específicos compartidos para este cantón en la búsqueda realizada. La carpeta queda preparada para incorporar: - Plan de Acción ENOS 2026-2027. - Informe de valoración. - Anexos verificables. - Seguimiento mensual F07.
dfaf4b665639,Guayas,Yaguachi,Plan / referencias,Plan / contingencia,pdf,4.01,,,,PLAN DE RESPUESTA INVERNAL CANTONAL 2026-signed-signed SAN JACINTO DE YAGUACHI (1).pdf,Guayas/Yaguachi/01_PLAN_COMPARTIDO_O_REFERENCIAS/PLAN DE RESPUESTA INVERNAL CANTONAL 2026-signed-signed SAN JACINTO DE YAGUACHI (1).pdf,Inundación/anegamiento; Alojamiento temporal; Infraestructura expuesta; COE / coordinación,GESTIÓN DE RIESGO Y PREVENCIÓN DE DESASTRES PLAN DE RESPUESTA POR LA ÉPOCA LLUVIOSA (ENOS) DEL CANTÓN SAN JACINTO DE YAGUACHI P á g i n a 1 | 47 GESTIÓN DE RIESGO Y PREVENCIÓN DE DESASTRES Elaborado por: Jefatura de Gestión de Riesgos y Prevención de Desastres del Gobierno Autónomo Descentralizado Municipal de San Jacinto de Yaguachi. ÍNDICE ABREVIATURAS ................................................................................................................... 3 INTRODUCCIÓN.............
88de893fbfd0,Guayas,Yaguachi,Seguimiento F07,Guía F07,txt,0.0,,,,GUIA_SEGUIMIENTO_F07.txt,Guayas/Yaguachi/04_SEGUIMIENTO_F07/GUIA_SEGUIMIENTO_F07.txt,Seguimiento F07,Registrar mensualmente: - Porcentaje anterior. - Porcentaje actual. - Actividades ejecutadas. - Actividades pendientes. - Brechas. - Apoyo requerido. - Verificables disponibles.
0a53f7c26ab4,Guayas,Yaguachi,Anexos verificables,Lista verificables,txt,0.0,,,,LISTA_VERIFICABLES_MINIMOS.txt,Guayas/Yaguachi/03_ANEXOS_VERIFICABLES/LISTA_VERIFICABLES_MINIMOS.txt,Alojamiento temporal; Rutas/evacuación; COE / coordinación; Seguimiento F07,"Verificables mínimos sugeridos: 1. Plan firmado o versión editable controlada. 2. Acta de COE o disposición institucional. 3. Matriz de acciones, responsables, plazos e indicadores. 4. Mapa, croquis, KMZ/SHP o georreferenciación de puntos críticos. 5. Fotografías por punto o sector. 6. Inventario de recursos y capacidades. 7. Registro de alojamientos temporales, rutas y puntos seguros. 8. Matriz F07 de seguimiento mensual."
d7fd429e2fc3,Guayas,Alfredo Baquerizo Moreno (Jujan),Anexos verificables,Lista verificables,txt,0.0,,,,LISTA_VERIFICABLES_MINIMOS.txt,Guayas/Alfredo Baquerizo Moreno (Jujan)/03_ANEXOS_VERIFICABLES/LISTA_VERIFICABLES_MINIMOS.txt,Alojamiento temporal; Rutas/evacuación; COE / coordinación; Seguimiento F07,"Verificables mínimos sugeridos: 1. Plan firmado o versión editable controlada. 2. Acta de COE o disposición institucional. 3. Matriz de acciones, responsables, plazos e indicadores. 4. Mapa, croquis, KMZ/SHP o georreferenciación de puntos críticos. 5. Fotografías por punto o sector. 6. Inventario de recursos y capacidades. 7. Registro de alojamientos temporales, rutas y puntos seguros. 8. Matriz F07 de seguimiento mensual."
a51ebd1349f2,Guayas,Alfredo Baquerizo Moreno (Jujan),Seguimiento F07,Guía F07,txt,0.0,,,,GUIA_SEGUIMIENTO_F07.txt,Guayas/Alfredo Baquerizo Moreno (Jujan)/04_SEGUIMIENTO_F07/GUIA_SEGUIMIENTO_F07.txt,Seguimiento F07,Registrar mensualmente: - Porcentaje anterior. - Porcentaje actual. - Actividades ejecutadas. - Actividades pendientes. - Brechas. - Apoyo requerido. - Verificables disponibles.
3e667fe9033d,Guayas,Alfredo Baquerizo Moreno (Jujan),Informe de valoración,Informe pendiente,txt,0.0,,,,INFORME_VALORACION_PENDIENTE.txt,Guayas/Alfredo Baquerizo Moreno (Jujan)/02_INFORME_VALORACION/INFORME_VALORACION_PENDIENTE.txt,,INFORME DE VALORACIÓN PENDIENTE · Guayas / Alfredo Baquerizo Moreno (Jujan) No se localizó un plan o registro específico suficiente para emitir valoración técnica. Pendiente cargar o ubicar el documento base del cantón.
b26ef4b6d59b,Guayas,Alfredo Baquerizo Moreno (Jujan),Plan / referencias,Sin archivo localizado,txt,0.0,,,,SIN_ARCHIVOS_COMPARTIDOS_LOCALIZADOS.txt,Guayas/Alfredo Baquerizo Moreno (Jujan)/01_PLAN_COMPARTIDO_O_REFERENCIAS/SIN_ARCHIVOS_COMPARTIDOS_LOCALIZADOS.txt,Seguimiento F07,Guayas / Alfredo Baquerizo Moreno (Jujan) No se localizaron archivos o registros específicos compartidos para este cantón en la búsqueda realizada. La carpeta queda preparada para incorporar: - Plan de Acción ENOS 2026-2027. - Informe de valoración. - Anexos verificables. - Seguimiento mensual F07.
1d85188496aa,Guayas,Alfredo Baquerizo Moreno (Jujan),Plan / referencias,PDF soporte,pdf,0.58,,,,Oficio N° GADMCABMJ-A-AH-2026-0317-OF -signed-2.pdf,Guayas/Alfredo Baquerizo Moreno (Jujan)/01_PLAN_COMPARTIDO_O_REFERENCIAS/Oficio N° GADMCABMJ-A-AH-2026-0317-OF -signed-2.pdf,Infraestructura expuesta; COE / coordinación,"Oficio N° GADMCABMJ-A-AH-2026-0317-OF Alfredo Baquerizo Moreno (Jujan), 23 de junio de 2026 Licenciado Jairo Jaramillo Rucano COORDINADOR DE LA SECRETARIA DE GESTIÓN DE RIESGOS ZONA 5 En su despacho. - De mi consideración: Me es grato saludarlo y desearles éxitos en sus importantes funciones, a nombre de la entidad que represento y de la comunidad del Cantón Alfredo Baquerizo Moreno - Jujan. En atención al Memorando Nro. SNGR-CZ5GR-2026-0205-M, de fecha 23 de mayo de 2026, mediante el cual se po"
34d858362ff0,Guayas,Alfredo Baquerizo Moreno (Jujan),Plan / referencias,Plan / contingencia,pdf,1.12,,,,Plan_Accion_ENOS_GAD_JUJAN V01_2026 ENVIO-signed-signed (1)-signed (1)-signed-1.pdf,Guayas/Alfredo Baquerizo Moreno (Jujan)/01_PLAN_COMPARTIDO_O_REFERENCIAS/Plan_Accion_ENOS_GAD_JUJAN V01_2026 ENVIO-signed-signed (1)-signed (1)-signed-1.pdf,Inundación/anegamiento; Desbordamiento; Rutas/evacuación; Infraestructura expuesta; COE / coordinación; Formulario F01; Formulario F02; Seguimiento F07,SNGR · Coordinación Zonal 5 | ENOS Guayas 2026–2027 PLAN DE ACCIÓN TERRITORIAL ANTE EL EVENTO EL NIÑO 2026–2027 Nivel Cantonal GAD MUNICIPAL DEL CANTÓN ALFREDO BAQUERIZO MORENO (JUJAN) Provincia de Guayas · Cantón Alfredo Baquerizo Moreno (Jujan) Tabla No. 001 Campo Detalle Código de caso GADABMJUJAN_ENOS_2026_001 Fecha de elaboración 11/06/2026 Responsable técnico Jairo Jaramillo Benalcázar Gestor de la Unidad de Gestión de Riesgos Fuente principal ENOS Plan Acción y formularios F01–F07 Estado 
eaccb8276a2f,Guayas,Alfredo Baquerizo Moreno (Jujan),Plan / referencias,Plan / contingencia,docx,0.68,97,,,Plan_Accion_ENOS_GAD_JUJAN V01_2026 ACTUAL(1).docx,Guayas/Alfredo Baquerizo Moreno (Jujan)/01_PLAN_COMPARTIDO_O_REFERENCIAS/Plan_Accion_ENOS_GAD_JUJAN V01_2026 ACTUAL(1).docx,Inundación/anegamiento; Desbordamiento; Deslizamiento; Alojamiento temporal; Rutas/evacuación; Infraestructura expuesta; COE / coordinación; Recursos/maquinaria; Formulario F01; Formulario F02; Seguimiento F07,PLAN DE ACCIÓN TERRITORIAL ANTE EL EVENTO EL NIÑO 2026–2027 Nivel Cantonal GAD MUNICIPAL DEL CANTÓN ALFREDO BAQUERIZO MORENO ( JUJAN ) Provincia de Guayas · Cantón Alfredo Baquerizo Moreno (Jujan) Tabla No. 001 Campo Detalle Código de caso GADABMJUJAN _ENOS_2026_001 Fecha de elaboración 11/06/2026 Responsable técnico Jairo Jaramillo Benalcázar Gestor de la Unidad de Gestión de Riesgos Fuente principal ENOS Plan Acción y formularios F01–F07 Estado del documento Elaborado y Revisado por parte de l
